Cites,Authors,Title,Year,Source,Publisher,ArticleURL,CitesURL,GSRank,,,
0,"GSVRK Rao, N VENKATACHALAM…",System and method for efficiently and securely managing a network using fog computing,2019,US Patent App. 16 …,Google Patents,https://patents.google.com/patent/US20190317818A1/en,,705,,,
0,"P Wetterwald, P Thubert, MG Seewald…",Application buffering of packets by fog computing node for deterministic network transport,2019,US Patent App. 15 …,Google Patents,https://patents.google.com/patent/US20190149629A1/en,,706,,,
0,"X Chen, Y Zhou, B He, L Lv",Energy-efficiency fog computing resource allocation in cyber physical internet of things systems,2019,IET Communications,IET,https://digital-library.theiet.org/content/journals/10.1049/iet-com.2019.0121,,707,,,
0,"RD Jain, V Hegde",A Survey on Congestion Prevention in Vehicular Social Network using VANET and FoG Computing,2019,,academia.edu,http://www.academia.edu/download/60329447/IRJET-V6I5118720190818-114219-l56m9z.pdf,,708,,,
0,"H Alshareef, M Almasri, A Albesher…",Towards an Effective Management of IoT by Integrating Cloud and Fog Computing,2019,… Conference on Smart …,ieeexplore.ieee.org,https://ieeexplore.ieee.org/abstract/document/8896528/,,709,,,
0,"G Simpson, K Quist-Aphetsi",A Centralized Data Validation Approach for Distributed Healthcare Systems in Dew-Fog Computing Environment Using Blockchain,2019,… on Cyber Security and Internet of …,ieeexplore.ieee.org,https://ieeexplore.ieee.org/abstract/document/9058338/,,710,,,
0,"H Liang, J Wu, Z Liu, J Li",Shape-Unconstrained Privacy-Preserving Range Query for Fog Computing Supported Vehicular Networks Using Image,2019,2019 IEEE/CIC International …,ieeexplore.ieee.org,https://ieeexplore.ieee.org/abstract/document/8855981/,,711,,,
0,"B Qin, H Tang, H Chen, L Cui, J Liu…",Review on big data application of medical system based on fog computing and IoT technology,2019,Journal of Physics …,iopscience.iop.org,https://iopscience.iop.org/article/10.1088/1742-6596/1423/1/012030/meta,,712,,,
0,"B Sarma, G Kumar, R Kumar…",Fog Computing: An Enhanced Performance Analysis Emulation Framework for IoT with Load Balancing Smart Gateway Architecture,2019,… on Communication and …,ieeexplore.ieee.org,https://ieeexplore.ieee.org/abstract/document/9002172/,,713,,,
1,"NK Suryadevara, A Negi, SR Rudraraju",A Smart Home Assistive Living Framework Using Fog Computing for Audio and Lighting Stimulation,2019,International Conference on E …,Springer,https://link.springer.com/chapter/10.1007/978-3-030-24322-7_47,"https://scholar.google.com/scholar?cites=15624247274635716735&as_sdt=2005&sciodt=0,5&hl=en",714,,,
0,"YS Reddy, S Choudaiah",Fog Computing Aided Process Monitoring System Using Benchmark System for Large-Scale Data-Driven Smart Manufacturing,2019,International Journal of Research,,,,715,,,
0,S Rani,Analytic vision on fog computing for effective load balancing in smart grids,2019,Transactions on Emerging Telecommunications …,Wiley Online Library,https://onlinelibrary.wiley.com/doi/abs/10.1002/ett.3855,,717,,,
2,"M Ammar, A Abdelhamied, K Abdukodir, G Irina…","Secure IoT network structure based on distributed Fog computing, with SDN/Blockchain. J Sens Actuator Netw 8: 15",2019,,,,"https://scholar.google.com/scholar?cites=6912365842512314353&as_sdt=2005&sciodt=0,5&hl=en",718,,,
2,"Y Jimoh, A Shafi, C Haruna, C Haruna, A Mohammed",Security challenges in fog-computing environment: a systematic appraisal of current developments. J Reliab Intell Environ,2019,,,,"https://scholar.google.com/scholar?cites=18055942402753405235&as_sdt=2005&sciodt=0,5&hl=en",719,,,
2,"M Awais, S Munam, K Hasan, U Ikram, K Muhammad","Multitier authentication schemes for fog computing: architecture, security perspective, and challenges",2019,Int J Commun Syst. https://doi …,,,"https://scholar.google.com/scholar?cites=3887680082549978209&as_sdt=2005&sciodt=0,5&hl=en",720,,,
0,"C Wang, D Guo, X Tong, R Li, X Gan…",Applications of the Internet of Things and Fog Computing for Community Safety toward the 5G Era,2019,5G-Enabled Internet of …,books.google.com,https://books.google.com/books?hl=en&lr=&id=WwadDwAAQBAJ&oi=fnd&pg=PA339&dq=fog+computing&ots=wFb7hAAXD2&sig=pj0g33LfAqqT6cYum-kcws_5Z1k,,721,,,
0,H Arshad,Evaluation and Analysis of Bio-Inspired Techniques for Resource Management and Load Balancing of Fog Computing,2019,,researchgate.net,https://www.researchgate.net/profile/Nadeem_Javaid/publication/334507646_Evaluation_and_Analysis_of_Bio-Inspired_Techniques_for_Resource_Management_and_Load_Balancing_of_Fog_Computing/links/5d2eab29458515c11c36c9c6/Evaluation-and-Analysis-of-Bio-Inspired-Techniques-for-Resource-Management-and-Load-Balancing-of-Fog-Computing.pdf,,725,,,
1,"GSS Chalapathi, V Chamola, A Vaish…",Industrial Internet of Things (IIoT) Applications of Edge and Fog Computing: A Review and Future Directions,2019,arXiv preprint arXiv …,arxiv.org,https://arxiv.org/abs/1912.00595,"https://scholar.google.com/scholar?cites=14371888169061851129&as_sdt=2005&sciodt=0,5&hl=en",726,,,
0,NN Petrović,Leveraging Linear Programming for Deployment of Container-based Applications within Softwarized Networks in Fog Computing,2019,2019 14th International Conference on Advanced …,ieeexplore.ieee.org,https://ieeexplore.ieee.org/abstract/document/9002338/,,727,,,
0,"M Turki, D Bertozzi",An Interconnect-Centric Approach to the Flexible Partitioning and Isolation of Many-Core Accelerators for Fog Computing,2019,2019 XXXIV Conference on Design of …,ieeexplore.ieee.org,https://ieeexplore.ieee.org/abstract/document/8959943/,,729,,,
1,"K Skiadopoulos, K Oikonomou, M Avlonitis…",Multiple and replicated random walkers analysis for service discovery in fog computing IoT environments,2019,Ad Hoc Networks,Elsevier,https://www.sciencedirect.com/science/article/pii/S1570870518308837,"https://scholar.google.com/scholar?cites=12186683192102577719&as_sdt=2005&sciodt=0,5&hl=en",730,,,
3,"P Tedeschi, S Sciancalepore","Edge and Fog Computing in Critical Infrastructures: Analysis, Security Threats, and Research Challenges",2019,2019 IEEE European …,ieeexplore.ieee.org,https://ieeexplore.ieee.org/abstract/document/8802409/,"https://scholar.google.com/scholar?cites=3252220251126886792&as_sdt=2005&sciodt=0,5&hl=en",731,,,
1,"C Anglano, M Canonico, P Castagno…",Profit‐aware coalition formation in fog computing providers: A game‐theoretic approach,2019,Concurrency and …,Wiley Online Library,https://onlinelibrary.wiley.com/doi/abs/10.1002/cpe.5220,"https://scholar.google.com/scholar?cites=18222450131915113897&as_sdt=2005&sciodt=0,5&hl=en",733,,,
1,"M Li, L Zhu, X Lin",CoRide: A Privacy-Preserving Collaborative-Ride Hailing Service Using Blockchain-Assisted Vehicular Fog Computing,2019,International Conference on Security and Privacy in …,Springer,https://link.springer.com/chapter/10.1007/978-3-030-37231-6_24,"https://scholar.google.com/scholar?cites=13088564636959550048&as_sdt=2005&sciodt=0,5&hl=en",734,,,
2,"J Gao, KOBO Agyekum, EB Sifah…",A Blockchain-SDN enabled Internet of Vehicles Environment for Fog Computing and 5G Networks,2019,IEEE Internet of …,ieeexplore.ieee.org,https://ieeexplore.ieee.org/abstract/document/8915702/,"https://scholar.google.com/scholar?cites=1187161012501026009&as_sdt=2005&sciodt=0,5&hl=en",735,,,
0,"K Srinivas, M Dua",Fog Computing and Deep CNN Based Efficient Approach to Early Forest Fire Detection with Unmanned Aerial Vehicles,2019,International Conference on Inventive Computation …,Springer,https://link.springer.com/chapter/10.1007/978-3-030-33846-6_69,,736,,,
0,"B Prasad Rimal, M Maier",Fog Computing Enhanced Fiber‐Wireless Access Networks in the 5G Era,2019,Optical and Wireless Convergence …,Wiley Online Library,https://onlinelibrary.wiley.com/doi/abs/10.1002/9781119491590.ch12,,737,,,
0,"T Sano, T Uraguchi, H Deguchi…",Assignment of encryption data using fog computing technology in food manufacturing industry,2019,2019 12th Asian Control …,ieeexplore.ieee.org,https://ieeexplore.ieee.org/abstract/document/8765046/,,738,,,
0,"T Wang, Y Liang, Y Tian, MZA Bhuiyan…",Solving Coupling Security Problem for Sustainable Sensor-Cloud Systems based on Fog Computing,2019,… Computing,ieeexplore.ieee.org,https://ieeexplore.ieee.org/abstract/document/8665939/,,739,,,
0,"MJ Usman, AS Ismail, H Chizari, AY Gital…",Integrated Resource Allocation Model for Cloud and Fog Computing: Toward Energy-Efficient Infrastructure as a Service (IaaS),2019,… Intelligence in Energy,Springer,https://link.springer.com/chapter/10.1007/978-3-319-69889-2_7,,740,,,
0,"S Babu, SK Biswash",Fog computing–based node‐to‐node communication and mobility management technique for 5G networks,2019,Transactions on Emerging …,Wiley Online Library,https://onlinelibrary.wiley.com/doi/abs/10.1002/ett.3738,,741,,,
0,Y Wang,Models and Algorithms for Efficient Data Processing in Fog Computing Supported Disaster Areas,2019,,u-aizu.repo.nii.ac.jp,https://u-aizu.repo.nii.ac.jp/index.php?action=repository_action_common_download&item_id=175&item_no=1&attribute_id=20&file_no=1&page_id=3&block_id=69,,742,,,
1,"S Aggarwal, N Kumar","Fog Computing for 5G-Enabled Tactile Internet: Research Issues, Challenges, and Future Research Directions",2019,Mobile Networks and Applications,Springer,https://link.springer.com/article/10.1007/s11036-019-01430-4,"https://scholar.google.com/scholar?cites=788087184326390197&as_sdt=2005&sciodt=0,5&hl=en",743,,,
0,"FW Nugroho, S Suryono…",Fog Computing For Monitoring of Various Area Mapping Pollution Carbon Monoxide (CO) with Ordinary Kriging Method,2019,… and Computing (ICIC),ieeexplore.ieee.org,https://ieeexplore.ieee.org/abstract/document/8985956/,,744,,,
0,"S Tanwar, J Vora, S Kaneriya, S Tyagi…",Human Arthritis Analysis in Fog Computing Environment Using Bayesian Network Classifier and Thread Protocol,2019,IEEE Consumer …,ieeexplore.ieee.org,https://ieeexplore.ieee.org/abstract/document/8922842/,,745,,,
0,"J Liang, Y Long, Y Mei, T Wang, Q Jin",A Distributed Intelligent Hungarian Algorithm for Workload Balance in Sensor-Cloud Systems Based on Urban Fog Computing,2019,IEEE Access,ieeexplore.ieee.org,https://ieeexplore.ieee.org/abstract/document/8735711/,,746,,,
0,"H Bashir, S Lee, KH Kim",Resource allocation through logistic regression and multicriteria decision making method in IoT fog computing,2019,Transactions on Emerging …,Wiley Online Library,https://onlinelibrary.wiley.com/doi/abs/10.1002/ett.3824,,747,,,
0,"S Saraswat, A Gupta, HP Gupta…",An Incremental Learning based Gesture Recognition System for Consumer Devices using Edge-Fog Computing,2019,IEEE Transactions on …,ieeexplore.ieee.org,https://ieeexplore.ieee.org/abstract/document/8936677/,,748,,,
0,"J Rusman, Z Tahir, AEU Salam",Fog Computing Concept Implementation in Work Error Detection System of The Industrial Machine Using Support Vector Machine (SVM),2019,2019 International Seminar on …,ieeexplore.ieee.org,https://ieeexplore.ieee.org/abstract/document/9034597/,,749,,,
0,"M Jayson Baucas, P Spachos",Using Cloud and Fog Computing for Large Scale IoT-based Urban Sound Classification,2019,arXiv preprint arXiv:1910.07652,adsabs.harvard.edu,http://adsabs.harvard.edu/abs/2019arXiv191007652J,,750,,,
1,"RO Aburukba, M AliKarrar, T Landolsi…",Scheduling Internet of Things requests to minimize latency in hybrid Fog–Cloud computing,2019,Future Generation …,Elsevier,https://www.sciencedirect.com/science/article/pii/S0167739X18303327,"https://scholar.google.com/scholar?cites=11191816691216408076&as_sdt=2005&sciodt=0,5&hl=en",751,,,
1,"F Dewanta, M Mambo",A Mutual Authentication Scheme for Secure Fog Computing Service Handover in Vehicular Network Environment,2019,IEEE Access,ieeexplore.ieee.org,https://ieeexplore.ieee.org/abstract/document/8776585/,"https://scholar.google.com/scholar?cites=2007825462788773429&as_sdt=2005&sciodt=0,5&hl=en",752,,,
1,"S Wang, S Valluripally, R Mitra…",Cost-Performance Trade-Offs in Fog Computing for IoT Data Processing of Social Virtual Reality,2019,… on Fog Computing …,ieeexplore.ieee.org,https://ieeexplore.ieee.org/abstract/document/8821977/,"https://scholar.google.com/scholar?cites=97469181381991738&as_sdt=2005&sciodt=0,5&hl=en",753,,,
3,"M Adhikari, M Mukherjee…",DPTO: A Deadline and Priority-aware Task Offloading in Fog Computing Framework Leveraging Multi-level Feedback Queueing,2019,IEEE Internet of Things …,ieeexplore.ieee.org,https://ieeexplore.ieee.org/abstract/document/8863944/,"https://scholar.google.com/scholar?cites=9601802861228410779&as_sdt=2005&sciodt=0,5&hl=en",754,,,
0,"AK Al HWAITAT, S MANASEER…",A SURVEY OF DIGITAL FORENSIC METHODS UNDER ADVANCED PERSISTENT THREAT IN FOG COMPUTING ENVIRONMENT,2019,Journal of Theoretical …,researchgate.net,https://www.researchgate.net/profile/Saher_Manaseer/publication/334965170_A_Survey_of_Digital_Forensic_Methods_under_Advanced_Persistent_Threat_in_Fog_Environment/links/5d99d982a6fdccfd0e7be219/A-Survey-of-Digital-Forensic-Methods-under-Advanced-Persistent-Threat-in-Fog-Environment.pdf,,756,,,
0,"HB Hassen, W Dghais, B Hamdi",An E-health system for monitoring elderly health based on Internet of Things and Fog computing,2019,Health information science and systems,Springer,https://link.springer.com/article/10.1007/s13755-019-0087-z,,757,,,
0,"T Brooks, SK Chin, E Devendorf","Introduction to the Minitrack on Cyber-Assurance for the Internet of Things, Software-Defined Networks and Fog Computing Architectures",2019,… of the 52nd …,scholarspace.manoa.hawaii.edu,https://scholarspace.manoa.hawaii.edu/bitstream/10125/60374/intro-144.pdf,,758,,,
0,"EV Melnik, AB Klimenko",A workload distribution problem model and online constraint forming technique for the control systems in the fog-computing environment,2019,Journal of Physics: Conference Series,iopscience.iop.org,https://iopscience.iop.org/article/10.1088/1742-6596/1333/4/042014/meta,,759,,,
0,"H Zhang, B Qin, T Tu, Z Guo, F Gao…",An Adaptive Encryption-as-a-Service Architecture Based on Fog Computing for Real-time Substation Communications,2019,IEEE Transactions on …,ieeexplore.ieee.org,https://ieeexplore.ieee.org/abstract/document/8873681/,,761,,,
0,TD Mai,Research on Internet of Things security architecture based on fog computing,2019,International Journal of Distributed Sensor …,journals.sagepub.com,https://journals.sagepub.com/doi/abs/10.1177/1550147719888166,,762,,,
0,"K Siddiqua, MW Masood",Fog Computing Based Privacy Preserving Data Over Cloud With Computational Intelligence In Three-Tier Approach,2019,International Journal of Research,,,,763,,,
2,"FM Talaat, SH Ali, AI Saleh, HA Ali",Effective Load Balancing Strategy (ELBS) for Real-Time Fog Computing Environment Using Fuzzy and Probabilistic Neural Networks,2019,Journal of Network and Systems …,Springer,https://link.springer.com/article/10.1007/s10922-019-09490-3,"https://scholar.google.com/scholar?cites=11993156502046287719&as_sdt=2005&sciodt=0,5&hl=en",764,,,
3,"Z Sun, L Wei, C Xu, T Wang, Y Nie, X Xing, J Lu",An Energy-Efficient Cross-Layer-Sensing Clustering Method Based on Intelligent Fog Computing in WSNs,2019,IEEE Access,ieeexplore.ieee.org,https://ieeexplore.ieee.org/abstract/document/8854169/,"https://scholar.google.com/scholar?cites=15286152947218698062&as_sdt=2005&sciodt=0,5&hl=en",765,,,
0,"FZ Benhamida, J Navarro, O Gómez-Carmona…",SmartWorkplace: A Privacy-based Fog Computing Approach to Boost Energy Efficiency and Wellness in Digital Workplaces,2019,,ceur-ws.org,http://ceur-ws.org/Vol-2530/paper2.pdf,,766,,,
1,"J Wang, MC Meyer, Y Wu…",Maximum Data-Resolution Efficiency for Fog-Computing Supported Spatial Big Data Processing in Disaster Scenarios,2019,IEEE Transactions on …,ieeexplore.ieee.org,https://ieeexplore.ieee.org/abstract/document/8630038/,"https://scholar.google.com/scholar?cites=9662682177710313735&as_sdt=2005&sciodt=0,5&hl=en",767,,,
0,H Birhanie,Resource Allocation in Vehicular Fog Computing for an Optimal Use of EVs Electric Vehicles Energy,2019,,tel.archives-ouvertes.fr,https://tel.archives-ouvertes.fr/tel-02482379/,,770,,,
0,"Y Fu, X Qiu, J Wang",F2MC: Enhancing Data Storage Services with Fog-toMultiCloud Hybrid Computing,2019,… International Performance Computing …,ieeexplore.ieee.org,https://ieeexplore.ieee.org/abstract/document/8958748/,,771,,,
0,V Shivaprasad,A NOVEL APPROACH FOR PRIVACY SECURITY IN CLOUD STORAGE PLAN WITH THREE LAYER IN FOG COMPUTING,2019,,academia.edu,https://www.academia.edu/download/60315119/IRJET-V6I5111920190816-123747-1rt857i.pdf,,772,,,
0,"ME Khansari, S Sharifian",A modified water cycle evolutionary game theory algorithm to utilize QoS for IoT services in cloud-assisted fog computing environments,2019,The Journal of Supercomputing,Springer,https://link.springer.com/article/10.1007/s11227-019-03095-y,,773,,,
